Timestamp,Open,High,Low,Close,Volume,FastEMA,SlowEMA,RSI,Stoch_K,Stoch_D,BB_Upper,BB_Middle,BB_Lower,MACD,MACD_Signal,MACD_Hist,ATR,ADX,DI_Plus,DI_Minus,EMACrossover,PriceToSlowEMA,BarType,SwingHigh,SwingLow,RangePercent
2025-02-12 23:01:00,21907.25,21921.5,21906.5,21914.25,21914.25,21914.25,21914.25,21914.25,51.666668,51.666668,21914.25,21914.25,21914.25,0.0,0.0,0.0,21914.25,21914.25,70.833336,0.0,0,0.0,1,0,0,0.00068472826
2025-02-12 23:02:00,21914.0,21917.75,21913.0,21917.0,21917.0,21917.0,21917.0,21917.0,60.833332,56.25,21943.125,21915.625,21888.125,0.21937323,0.043874644,0.17549857,21917.0,21917.0,5.0,0.0,0,0.0,1,0,0,0.0002167663
2025-02-12 23:03:00,21917.0,21917.25,21914.5,21915.0,21915.0,21915.0,21915.0,21915.0,59.444443,57.314816,21936.0,21916.0,21896.0,0.22920269,0.080940254,0.14826243,21915.0,21915.0,0.0,20.0,0,0.0,-1,0,0,0.00012548768
2025-02-12 23:04:00,21915.0,21916.5,21912.5,21913.5,21913.5,21913.5,21913.5,21913.5,48.57143,55.128967,21929.25,21914.25,21899.25,0.11463372,0.08767895,0.026954772,21913.5,21913.5,29.411764,0.0,0,0.0,-1,0,0,0.00018254422
2025-02-12 23:05:00,21913.75,21918.0,21911.25,21916.5,21916.5,21916.5,21916.5,21916.5,51.16402,54.33598,21945.0,21915.0,21885.0,0.26288158,0.122719474,0.14016211,21916.5,21916.5,15.384615,0.0,0,0.0,1,0,1,0.00030806093
2025-02-12 23:06:00,21916.75,21919.75,21915.75,21916.5,21916.5,21916.5,21916.5,21916.5,52.86337,54.09054,21916.5,21916.5,21916.5,0.37603438,0.17338246,0.20265193,21916.5,21916.5,0.0,47.058823,0,0.0,-1,0,0,0.00018251713
2025-02-12 23:07:00,21916.75,21922.25,21916.75,21920.75,21920.75,21920.75,21920.75,21920.75,75.30204,57.120758,21961.125,21918.625,21876.125,0.79943293,0.29859254,0.50084037,21920.75,21920.75,0.0,72.0,0,0.0,1,0,0,0.0002509496
2025-02-12 23:08:00,21921.5,21924.0,21920.5,21920.5,21920.5,21920.5,21920.5,21920.5,68.56803,58.551666,21923.125,21920.625,21918.125,1.102102,0.45929444,0.6428076,21920.5,21920.5,53.333332,0.0,0,0.0,-1,1,0,0.00015966789
2025-02-12 23:09:00,21920.0,21922.25,21919.75,21922.0,21922.0,21922.0,21922.0,21922.0,72.11773,60.059006,21936.25,21921.25,21906.25,1.4463345,0.65670246,0.7896321,21922.0,21922.0,28.571428,0.0,0,0.0,1,0,0,0.0001140524
2025-02-12 23:10:00,21921.5,21922.25,21918.0,21918.0,21918.0,21918.0,21918.0,21918.0,43.32985,58.386093,21960.0,21920.0,21880.0,1.3804616,0.8014543,0.57900727,21918.0,21918.0,0.0,82.75862,0,0.0,-1,0,0,0.00019390455
2025-02-12 23:11:00,21918.0,21922.5,21918.0,21921.5,21921.5,21921.5,21921.5,21921.5,50.063858,57.629524,21954.75,21919.75,21884.75,1.5923222,0.95962787,0.63269436,21921.5,21921.5,0.0,28.571428,0,0.0,1,0,0,0.0002053107
2025-02-12 23:12:00,21921.5,21922.0,21919.75,21921.5,21921.5,21921.5,21921.5,21921.5,51.851852,57.148052,21921.5,21921.5,21921.5,1.7401638,1.115735,0.62442875,21921.5,21921.5,25.0,0.0,0,0.0,0,0,0,0.00010264716
2025-02-12 23:13:00,21921.25,21923.0,21920.75,21921.75,21921.75,21921.75,21921.75,21921.75,76.85185,58.66373,21924.125,21921.625,21919.125,1.8561062,1.2638093,0.5922969,21921.75,21921.75,68.29269,0.0,0,0.0,1,1,0,0.00010264247
2025-02-12 23:14:00,21921.5,21922.5,21920.0,21920.5,21920.5,21920.5,21920.5,21920.5,58.618233,58.66048,21933.625,21921.125,21908.625,1.826077,1.3762628,0.44981414,21920.5,21920.5,42.857143,0.0,0,0.0,-1,0,0,0.000114051094
2025-02-12 23:15:00,21920.25,21920.75,21919.0,21919.75,21919.75,21919.75,21919.75,21919.75,38.942307,57.751595,21927.625,21920.125,21912.625,1.7219107,1.4453924,0.27651832,21919.75,21919.75,0.0,39.130436,0,0.0,-1,0,0,7.983941e-05
2025-02-12 23:16:00,21919.5,21920.25,21916.75,21917.0,21917.0,21917.0,21917.0,21917.0,15.391583,54.505756,21945.875,21918.375,21890.875,1.4013028,1.4365745,-0.03527165,21917.0,21917.0,0.0,0.0,0,0.0,-1,0,0,0.0001596952
2025-02-12 23:17:00,21917.0,21920.5,21916.75,21919.25,21919.25,21919.25,21919.25,21919.25,28.532608,52.297768,21940.625,21918.125,21895.625,1.3136322,1.411986,-0.09835378,21919.25,21919.25,50.0,0.0,0,0.0,1,1,0,0.00017110202
2025-02-12 23:18:00,21918.75,21919.0,21916.25,21916.5,21916.5,21916.5,21916.5,21916.5,24.243393,50.56005,21945.375,21917.875,21890.375,1.010601,1.331709,-0.32110795,21916.5,21916.5,0.0,66.666664,0,0.0,-1,0,1,0.00012547767
2025-02-12 23:18:00,21918.75,21919.0,21916.25,21916.5,21916.5,21916.5,21916.5,21916.5,24.243393,50.56005,21945.375,21917.875,21890.375,1.010601,1.331709,-0.32110795,21916.5,21916.5,0.0,37.5,0,0.0,-1,0,1,0.00012547767
2025-02-12 23:19:00,21917.0,21919.75,21916.75,21919.75,21919.75,21919.75,21919.75,21919.75,50.2451,50.494415,21950.625,21918.125,21885.625,1.020926,1.2695525,-0.24862649,21919.75,21919.75,4.7619047,0.0,0,0.0,1,0,0,0.00013688162
2025-02-12 23:19:00,21917.0,21919.75,21916.75,21919.75,21919.75,21919.75,21919.75,21919.75,50.2451,50.494415,21950.625,21918.125,21885.625,1.020926,1.2695525,-0.24862649,21919.75,21919.75,0.0,0.0,0,0.0,1,0,0,0.00013688162
2025-02-12 23:20:00,21919.5,21922.25,21918.75,21921.75,21921.75,21921.75,21921.75,21921.75,59.96732,51.00184,21940.75,21920.75,21900.75,1.176925,1.251027,-0.07410202,21921.75,21921.75,0.0,0.0,0,0.0,1,1,0,0.00015968064
2025-02-12 23:20:00,21919.5,21922.25,21918.75,21921.75,21921.75,21921.75,21921.75,21921.75,59.96732,51.00184,21940.75,21920.75,21900.75,1.176925,1.251027,-0.07410202,21921.75,21921.75,57.142857,0.0,0,0.0,1,1,0,0.00015968064
2025-02-12 23:21:00,21921.5,21921.75,21917.75,21919.5,21919.5,21919.5,21919.5,21919.5,74.6732,50.956924,21943.125,21920.625,21898.125,1.1062468,1.2220709,-0.115824044,21919.5,21919.5,75.0,0.0,0,0.0,-1,0,0,0.00018250049
2025-02-12 23:21:00,21921.5,21921.75,21917.75,21919.5,21919.5,21919.5,21919.5,21919.5,74.6732,50.956924,21943.125,21920.625,21898.125,1.1062468,1.2220709,-0.115824044,21919.5,21919.5,0.0,0.0,0,0.0,-1,0,0,0.00018250049
2025-02-12 23:22:00,21919.0,21920.25,21917.0,21919.0,21919.0,21919.0,21919.0,21919.0,59.920635,50.339252,21924.25,21919.25,21914.25,0.9983795,1.1773326,-0.17895313,21919.0,21919.0,29.62963,0.0,0,0.0,0,0,0,0.00014828672
2025-02-12 23:22:00,21919.0,21920.25,21917.0,21919.0,21919.0,21919.0,21919.0,21919.0,59.920635,50.339252,21924.25,21919.25,21914.25,0.9983795,1.1773326,-0.17895313,21919.0,21919.0,0.0,0.0,0,0.0,0,0,0,0.00014828672
2025-02-12 23:23:00,21918.25,21918.75,21915.0,21917.0,21917.0,21917.0,21917.0,21917.0,39.241623,47.99096,21938.0,21918.0,21898.0,0.7429463,1.0904554,-0.34750903,21917.0,21917.0,0.0,0.0,0,0.0,-1,0,1,0.00017111568
2025-02-12 23:24:00,21916.75,21917.75,21916.25,21916.75,21916.75,21916.75,21916.75,21916.75,33.686066,47.302116,21919.375,21916.875,21914.375,0.514411,0.9752465,-0.46083552,21916.75,21916.75,0.0,63.636364,0,0.0,0,0,0,6.8442365e-05
2025-02-12 23:24:00,21916.75,21917.75,21916.25,21916.75,21916.75,21916.75,21916.75,21916.75,33.686066,47.302116,21919.375,21916.875,21914.375,0.514411,0.9752465,-0.46083552,21916.75,21916.75,58.333332,0.0,0,0.0,0,0,0,6.8442365e-05
2025-02-12 23:25:00,21916.75,21919.75,21916.25,21919.5,21919.5,21919.5,21919.5,21919.5,52.5666,47.480885,21945.625,21918.125,21890.625,0.5488701,0.8899712,-0.34110114,21919.5,21919.5,0.0,17.647058,0,0.0,1,0,0,0.00015969886
